iteration,current,best,temp
1,3.07926e+06,3.07271e+06,210603.629542
2,3101391.575000,3072709.950000,210603.629542
3,3100501.575000,3072709.950000,210603.629542
4,3103194.300000,3072709.950000,210603.629542
5,3096276.300000,3072709.950000,210382.044039
6,3090213.712500,3072709.950000,210382.044039
7,3085723.650000,3072709.950000,210382.044039
8,2921465.412500,2921465.412500,210382.044039
9,2923512.437500,2921465.412500,210160.691676
10,2930460.937500,2921465.412500,210160.691676
11,2910224.437500,2910224.437500,210160.691676
12,2910224.437500,2910224.437500,210160.691676
13,2858728.537500,2858728.537500,209939.572208
14,2847774.412500,2847774.412500,209939.572208
15,2871469.950000,2847774.412500,209939.572208
16,2889968.100000,2847774.412500,209939.572208
17,2889709.637500,2847774.412500,209718.685389
18,2889709.637500,2847774.412500,209718.685389
19,2881141.037500,2847774.412500,209718.685389
20,2866166.825000,2847774.412500,209718.685389
21,2872269.862500,2847774.412500,209498.030975
22,2875982.362500,2847774.412500,209498.030975
23,2842906.050000,2842906.050000,209498.030975
24,2843002.450000,2842906.050000,209498.030975
25,2811690.850000,2811690.850000,209277.608722
26,2814671.200000,2811690.850000,209277.608722
27,2787767.575000,2787767.575000,209277.608722
28,2790432.075000,2787767.575000,209277.608722
29,2816476.075000,2787767.575000,209057.418385
30,2806000.450000,2787767.575000,209057.418385
31,2806000.450000,2787767.575000,209057.418385
32,2809687.350000,2787767.575000,209057.418385
33,2815782.300000,2787767.575000,208837.459720
34,2831101.875000,2787767.575000,208837.459720
35,2752293.975000,2752293.975000,208837.459720
36,2658332.875000,2658332.875000,208837.459720
37,2661351.000000,2658332.875000,208617.732483
38,2653336.525000,2653336.525000,208617.732483
39,2591688.025000,2591688.025000,208617.732483
40,2478731.625000,2478731.625000,208617.732483
41,2478731.625000,2478731.625000,208398.236432
42,2478731.625000,2478731.625000,208398.236432
43,2476840.575000,2476840.575000,208398.236432
44,2486018.075000,2476840.575000,208398.236432
45,2472574.950000,2472574.950000,208178.971321
46,2471125.162500,2471125.162500,208178.971321
47,2471125.162500,2471125.162500,208178.971321
48,2595092.850000,2471125.162500,208178.971321
49,2596713.950000,2471125.162500,207959.936910
50,2590095.012500,2471125.162500,207959.936910
51,2587503.137500,2471125.162500,207959.936910
52,2587893.875000,2471125.162500,207959.936910
53,2456003.375000,2456003.375000,207741.132954
54,2462751.800000,2456003.375000,207741.132954
55,2462751.800000,2456003.375000,207741.132954
56,2469193.600000,2456003.375000,207741.132954
57,2539942.687500,2456003.375000,207522.559212
58,2481753.375000,2456003.375000,207522.559212
59,2481325.612500,2456003.375000,207522.559212
60,2442339.412500,2442339.412500,207522.559212
61,2449555.375000,2442339.412500,207304.215441
62,2411622.625000,2411622.625000,207304.215441
63,2403058.225000,2403058.225000,207304.215441
64,2440569.500000,2403058.225000,207304.215441
65,2286911.225000,2286911.225000,207086.101399
66,2282745.625000,2282745.625000,207086.101399
67,2274294.437500,2274294.437500,207086.101399
68,2248965.137500,2248965.137500,207086.101399
69,2273642.762500,2248965.137500,206868.216845
70,2270148.625000,2248965.137500,206868.216845
71,2296427.425000,2248965.137500,206868.216845
72,2292755.287500,2248965.137500,206868.216845
73,2301711.825000,2248965.137500,206650.561537
74,2284510.025000,2248965.137500,206650.561537
75,2270803.150000,2248965.137500,206650.561537
76,2274690.025000,2248965.137500,206650.561537
77,2267487.437500,2248965.137500,206433.135234
78,2279499.337500,2248965.137500,206433.135234
79,2280326.825000,2248965.137500,206433.135234
80,2296028.637500,2248965.137500,206433.135234
81,2244057.837500,2244057.837500,206215.937694
82,2261453.150000,2244057.837500,206215.937694
83,2246593.650000,2244057.837500,206215.937694
84,2246234.112500,2244057.837500,206215.937694
85,2246234.112500,2244057.837500,205998.968678
86,2429015.112500,2244057.837500,205998.968678
87,2429015.112500,2244057.837500,205998.968678
88,2428623.112500,2244057.837500,205998.968678
89,2428623.112500,2244057.837500,205782.227945
90,2458250.462500,2244057.837500,205782.227945
91,2458250.462500,2244057.837500,205782.227945
92,2466575.362500,2244057.837500,205782.227945
93,2463801.325000,2244057.837500,205565.715254
94,2466301.575000,2244057.837500,205565.715254
95,2460050.025000,2244057.837500,205565.715254
96,2463753.425000,2244057.837500,205565.715254
97,2474567.862500,2244057.837500,205349.430367
98,2474567.862500,2244057.837500,205349.430367
99,2505128.187500,2244057.837500,205349.430367
100,2500666.587500,2244057.837500,205349.430367
101,2439997.587500,2244057.837500,205133.373042
102,2444723.562500,2244057.837500,205133.373042
103,2444723.562500,2244057.837500,205133.373042
104,2521296.050000,2244057.837500,205133.373042
105,2500933.300000,2244057.837500,204917.543040
106,2502591.550000,2244057.837500,204917.543040
107,2510582.450000,2244057.837500,204917.543040
108,2510582.450000,2244057.837500,204917.543040
109,2508565.850000,2244057.837500,204701.940123
110,2514362.712500,2244057.837500,204701.940123
111,2514362.712500,2244057.837500,204701.940123
112,2491907.250000,2244057.837500,204701.940123
113,2509524.000000,2244057.837500,204486.564052
114,2510140.275000,2244057.837500,204486.564052
115,2518134.000000,2244057.837500,204486.564052
116,2524206.412500,2244057.837500,204486.564052
117,2525181.587500,2244057.837500,204271.414587
118,2543384.087500,2244057.837500,204271.414587
119,2520838.925000,2244057.837500,204271.414587
120,2520838.925000,2244057.837500,204271.414587
121,2512514.025000,2244057.837500,204056.491491
122,2526749.400000,2244057.837500,204056.491491
123,2673363.525000,2244057.837500,204056.491491
124,2672108.212500,2244057.837500,204056.491491
125,2678332.612500,2244057.837500,203841.794525
126,2760304.537500,2244057.837500,203841.794525
127,2778553.162500,2244057.837500,203841.794525
128,2773030.462500,2244057.837500,203841.794525
129,2765002.262500,2244057.837500,203627.323451
130,2751168.662500,2244057.837500,203627.323451
131,2751993.562500,2244057.837500,203627.323451
132,2707213.687500,2244057.837500,203627.323451
133,2704898.050000,2244057.837500,203413.078032
134,2697693.650000,2244057.837500,203413.078032
135,2662745.562500,2244057.837500,203413.078032
136,2662437.500000,2244057.837500,203413.078032
137,2666002.187500,2244057.837500,203199.058030
138,2694735.787500,2244057.837500,203199.058030
139,2643640.612500,2244057.837500,203199.058030
140,2645292.237500,2244057.837500,203199.058030
141,2632852.925000,2244057.837500,202985.263208
142,2632852.925000,2244057.837500,202985.263208
143,2638580.500000,2244057.837500,202985.263208
144,2634109.187500,2244057.837500,202985.263208
145,2662207.375000,2244057.837500,202771.693329
146,2672268.000000,2244057.837500,202771.693329
147,2657560.650000,2244057.837500,202771.693329
148,2650118.962500,2244057.837500,202771.693329
149,2616212.287500,2244057.837500,202558.348157
150,2559310.525000,2244057.837500,202558.348157
151,2564958.675000,2244057.837500,202558.348157
152,2609401.700000,2244057.837500,202558.348157
153,2609401.700000,2244057.837500,202345.227454
154,2634380.500000,2244057.837500,202345.227454
155,2597268.000000,2244057.837500,202345.227454
156,2590112.700000,2244057.837500,202345.227454
157,3021744.950000,2244057.837500,202132.330986
158,3065924.437500,2244057.837500,202132.330986
159,3090274.237500,2244057.837500,202132.330986
160,3082521.200000,2244057.837500,202132.330986
161,3082179.650000,2244057.837500,201919.658515
162,2996185.462500,2244057.837500,201919.658515
163,3032429.025000,2244057.837500,201919.658515
164,3035544.275000,2244057.837500,201919.658515
165,2723968.050000,2244057.837500,201707.209807
166,2723968.050000,2244057.837500,201707.209807
167,2724368.950000,2244057.837500,201707.209807
168,2704722.262500,2244057.837500,201707.209807
169,2714636.287500,2244057.837500,201494.984625
170,2719240.587500,2244057.837500,201494.984625
171,2697546.462500,2244057.837500,201494.984625
172,2680442.400000,2244057.837500,201494.984625
173,2672932.950000,2244057.837500,201282.982735
174,2682420.862500,2244057.837500,201282.982735
175,2656540.462500,2244057.837500,201282.982735
176,2649449.212500,2244057.837500,201282.982735
177,2656774.012500,2244057.837500,201071.203902
178,2653890.450000,2244057.837500,201071.203902
179,2659016.862500,2244057.837500,201071.203902
180,2655968.212500,2244057.837500,201071.203902
181,2693503.800000,2244057.837500,200859.647890
182,2695708.062500,2244057.837500,200859.647890
183,2692185.650000,2244057.837500,200859.647890
184,2693050.725000,2244057.837500,200859.647890
185,2750291.325000,2244057.837500,200648.314466
186,2996948.137500,2244057.837500,200648.314466
187,2995086.137500,2244057.837500,200648.314466
188,2838365.012500,2244057.837500,200648.314466
189,2826873.512500,2244057.837500,200437.203396
190,2814396.625000,2244057.837500,200437.203396
191,2807712.887500,2244057.837500,200437.203396
192,2808142.300000,2244057.837500,200437.203396
193,2792148.662500,2244057.837500,200226.314445
194,2790144.812500,2244057.837500,200226.314445
195,2632724.000000,2244057.837500,200226.314445
196,2601993.087500,2244057.837500,200226.314445
197,2619857.462500,2244057.837500,200015.647379
198,2634000.712500,2244057.837500,200015.647379
199,2359786.187500,2244057.837500,200015.647379
200,2347661.687500,2244057.837500,200015.647379
201,2340391.487500,2244057.837500,199805.201966
202,2340590.550000,2244057.837500,199805.201966
203,2340590.550000,2244057.837500,199805.201966
204,2357781.262500,2244057.837500,199805.201966
205,2351487.825000,2244057.837500,199594.977972
206,2350269.300000,2244057.837500,199594.977972
207,2352238.800000,2244057.837500,199594.977972
208,2356243.012500,2244057.837500,199594.977972
209,2361290.837500,2244057.837500,199384.975164
210,2367835.112500,2244057.837500,199384.975164
211,2367929.162500,2244057.837500,199384.975164
212,2372540.762500,2244057.837500,199384.975164
213,2354144.775000,2244057.837500,199175.193309
214,2339246.550000,2244057.837500,199175.193309
215,2334123.737500,2244057.837500,199175.193309
216,2334539.137500,2244057.837500,199175.193309
217,2336170.387500,2244057.837500,198965.632176
218,2336170.387500,2244057.837500,198965.632176
219,2330306.637500,2244057.837500,198965.632176
220,2311392.387500,2244057.837500,198965.632176
221,2320101.987500,2244057.837500,198756.291530
222,2172091.787500,2172091.787500,198756.291530
223,2373316.650000,2172091.787500,198756.291530
224,2373041.050000,2172091.787500,198756.291530
225,2359892.862500,2172091.787500,198547.171142
226,2359798.812500,2172091.787500,198547.171142
227,2359798.812500,2172091.787500,198547.171142
228,2351803.812500,2172091.787500,198547.171142
229,2440072.212500,2172091.787500,198338.270778
230,2439378.462500,2172091.787500,198338.270778
231,2439066.087500,2172091.787500,198338.270778
232,2442515.412500,2172091.787500,198338.270778
233,2441620.037500,2172091.787500,198129.590208
234,2414876.237500,2172091.787500,198129.590208
235,2414261.000000,2172091.787500,198129.590208
236,2460738.462500,2172091.787500,198129.590208
237,2461652.525000,2172091.787500,197921.129200
238,2461771.637500,2172091.787500,197921.129200
239,2460661.037500,2172091.787500,197921.129200
240,2478505.287500,2172091.787500,197921.129200
241,2478878.225000,2172091.787500,197712.887523
242,2457882.400000,2172091.787500,197712.887523
243,2474287.350000,2172091.787500,197712.887523
244,2471748.225000,2172091.787500,197712.887523
245,2465566.350000,2172091.787500,197504.864947
246,2461166.037500,2172091.787500,197504.864947
247,2491302.137500,2172091.787500,197504.864947
248,2503471.450000,2172091.787500,197504.864947
249,2489145.925000,2172091.787500,197297.061240
250,2480819.062500,2172091.787500,197297.061240
251,2472788.362500,2172091.787500,197297.061240
252,2472662.162500,2172091.787500,197297.061240
253,2490412.600000,2172091.787500,197089.476173
254,2496728.925000,2172091.787500,197089.476173
255,2503407.525000,2172091.787500,197089.476173
256,2501277.475000,2172091.787500,197089.476173
257,2497614.475000,2172091.787500,196882.109516
258,2516605.975000,2172091.787500,196882.109516
259,2528745.375000,2172091.787500,196882.109516
260,2420225.275000,2172091.787500,196882.109516
261,2419424.337500,2172091.787500,196674.961038
262,2419687.937500,2172091.787500,196674.961038
263,2410445.762500,2172091.787500,196674.961038
264,2309956.162500,2172091.787500,196674.961038
265,2309956.162500,2172091.787500,196468.030511
266,2329646.812500,2172091.787500,196468.030511
267,2318147.375000,2172091.787500,196468.030511
268,2310465.250000,2172091.787500,196468.030511
269,2286353.200000,2172091.787500,196261.317704
270,2279800.500000,2172091.787500,196261.317704
271,2275148.850000,2172091.787500,196261.317704
272,2313440.325000,2172091.787500,196261.317704
273,2311417.200000,2172091.787500,196054.822389
274,2170177.800000,2170177.800000,196054.822389
275,2157733.875000,2157733.875000,196054.822389
276,2159692.275000,2157733.875000,196054.822389
277,2143970.212500,2143970.212500,195848.544337
278,2149889.700000,2143970.212500,195848.544337
279,2155425.000000,2143970.212500,195848.544337
280,2235783.175000,2143970.212500,195848.544337
281,2246045.962500,2143970.212500,195642.483320
282,2251371.712500,2143970.212500,195642.483320
283,2251371.712500,2143970.212500,195642.483320
284,2251322.887500,2143970.212500,195642.483320
285,2245605.637500,2143970.212500,195436.639108
286,2241205.637500,2143970.212500,195436.639108
287,2282692.887500,2143970.212500,195436.639108
288,2268654.387500,2143970.212500,195436.639108
289,2281777.962500,2143970.212500,195231.011474
290,2284250.625000,2143970.212500,195231.011474
291,2323563.937500,2143970.212500,195231.011474
292,2316666.600000,2143970.212500,195231.011474
293,2316666.600000,2143970.212500,195025.600191
294,2284419.075000,2143970.212500,195025.600191
295,2284837.675000,2143970.212500,195025.600191
296,2302892.362500,2143970.212500,195025.600191
297,2304012.887500,2143970.212500,194820.405030
298,2334218.087500,2143970.212500,194820.405030
299,2334218.087500,2143970.212500,194820.405030
300,2319333.775000,2143970.212500,194820.405030
301,2319333.775000,2143970.212500,194615.425763
302,2309866.425000,2143970.212500,194615.425763
303,2250984.150000,2143970.212500,194615.425763
304,2212807.350000,2143970.212500,194615.425763
305,2201214.125000,2143970.212500,194410.662165
306,2203611.687500,2143970.212500,194410.662165
307,2233353.612500,2143970.212500,194410.662165
308,2232883.837500,2143970.212500,194410.662165
309,2223555.812500,2143970.212500,194206.114008
310,2223555.812500,2143970.212500,194206.114008
311,2242611.212500,2143970.212500,194206.114008
312,2242611.212500,2143970.212500,194206.114008
313,2250155.312500,2143970.212500,194001.781065
314,2250090.600000,2143970.212500,194001.781065
315,2249723.075000,2143970.212500,194001.781065
316,2249409.575000,2143970.212500,194001.781065
317,2236121.525000,2143970.212500,193797.663109
318,2216240.000000,2143970.212500,193797.663109
319,2216240.000000,2143970.212500,193797.663109
320,2218133.750000,2143970.212500,193797.663109
321,2218133.750000,2143970.212500,193593.759916
322,2218133.750000,2143970.212500,193593.759916
323,2236309.562500,2143970.212500,193593.759916
324,2229713.000000,2143970.212500,193593.759916
325,2222673.275000,2143970.212500,193390.071258
326,2222673.275000,2143970.212500,193390.071258
327,2219464.712500,2143970.212500,193390.071258
328,2228408.262500,2143970.212500,193390.071258
329,2243426.075000,2143970.212500,193186.596910
330,2287039.925000,2143970.212500,193186.596910
331,2276894.475000,2143970.212500,193186.596910
332,2323003.050000,2143970.212500,193186.596910
333,2336091.125000,2143970.212500,192983.336646
334,2335981.487500,2143970.212500,192983.336646
335,2347798.787500,2143970.212500,192983.336646
336,2339431.637500,2143970.212500,192983.336646
337,2350132.362500,2143970.212500,192780.290242
338,2237412.325000,2143970.212500,192780.290242
339,2237412.325000,2143970.212500,192780.290242
340,2237412.325000,2143970.212500,192780.290242
341,2223302.950000,2143970.212500,192577.457472
342,2227683.325000,2143970.212500,192577.457472
343,2220320.325000,2143970.212500,192577.457472
344,2391612.075000,2143970.212500,192577.457472
345,2379242.575000,2143970.212500,192374.838111
346,2415449.200000,2143970.212500,192374.838111
347,2418956.762500,2143970.212500,192374.838111
348,2345507.987500,2143970.212500,192374.838111
349,2340052.800000,2143970.212500,192172.431935
350,2334225.975000,2143970.212500,192172.431935
351,2333012.537500,2143970.212500,192172.431935
352,2325346.750000,2143970.212500,192172.431935
353,2328308.987500,2143970.212500,191970.238720
354,2357422.187500,2143970.212500,191970.238720
355,2345720.387500,2143970.212500,191970.238720
356,2426575.962500,2143970.212500,191970.238720
357,2477950.887500,2143970.212500,191768.258241
358,2549821.537500,2143970.212500,191768.258241
359,2744039.950000,2143970.212500,191768.258241
360,2752249.000000,2143970.212500,191768.258241
361,2787570.325000,2143970.212500,191566.490275
362,2796763.900000,2143970.212500,191566.490275
363,2779369.725000,2143970.212500,191566.490275
364,2783673.887500,2143970.212500,191566.490275
365,2802270.812500,2143970.212500,191364.934599
366,2774641.937500,2143970.212500,191364.934599
367,2774641.937500,2143970.212500,191364.934599
368,2766900.512500,2143970.212500,191364.934599
369,2766168.575000,2143970.212500,191163.590987
370,2893109.637500,2143970.212500,191163.590987
371,2877926.637500,2143970.212500,191163.590987
372,2881773.825000,2143970.212500,191163.590987
373,2881773.825000,2143970.212500,190962.459219
374,2882865.375000,2143970.212500,190962.459219
375,2890647.475000,2143970.212500,190962.459219
376,2884195.175000,2143970.212500,190962.459219
377,2925725.975000,2143970.212500,190761.539070
378,3018185.600000,2143970.212500,190761.539070
379,3011982.087500,2143970.212500,190761.539070
380,3011982.087500,2143970.212500,190761.539070
381,3018216.687500,2143970.212500,190560.830319
382,3018216.687500,2143970.212500,190560.830319
383,2632818.000000,2143970.212500,190560.830319
384,2624267.100000,2143970.212500,190560.830319
385,2627701.537500,2143970.212500,190360.332742
386,2632766.712500,2143970.212500,190360.332742
387,2594671.325000,2143970.212500,190360.332742
388,2551917.837500,2143970.212500,190360.332742
389,2595078.062500,2143970.212500,190160.046117
390,2595416.162500,2143970.212500,190160.046117
391,2551756.262500,2143970.212500,190160.046117
392,2547032.387500,2143970.212500,190160.046117
393,2559675.025000,2143970.212500,189959.970223
394,2536553.125000,2143970.212500,189959.970223
395,2511671.125000,2143970.212500,189959.970223
396,2495934.325000,2143970.212500,189959.970223
397,2487349.825000,2143970.212500,189760.104838
398,2474701.375000,2143970.212500,189760.104838
399,2487271.375000,2143970.212500,189760.104838
400,2486612.550000,2143970.212500,189760.104838
401,2496991.650000,2143970.212500,189560.449740
402,2533106.137500,2143970.212500,189560.449740
403,2525999.850000,2143970.212500,189560.449740
404,2525855.450000,2143970.212500,189560.449740
405,2545553.225000,2143970.212500,189361.004708
406,2568024.500000,2143970.212500,189361.004708
407,2588817.137500,2143970.212500,189361.004708
408,2596327.937500,2143970.212500,189361.004708
409,2594853.287500,2143970.212500,189161.769521
410,2596908.237500,2143970.212500,189161.769521
411,2596908.237500,2143970.212500,189161.769521
412,2466717.437500,2143970.212500,189161.769521
413,2474675.587500,2143970.212500,188962.743959
414,2484037.612500,2143970.212500,188962.743959
415,2480087.612500,2143970.212500,188962.743959
416,2473954.412500,2143970.212500,188962.743959
417,2474199.037500,2143970.212500,188763.927800
418,2480891.087500,2143970.212500,188763.927800
419,2495113.400000,2143970.212500,188763.927800
420,2459601.962500,2143970.212500,188763.927800
421,2454643.387500,2143970.212500,188565.320824
422,2447850.262500,2143970.212500,188565.320824
423,2439985.825000,2143970.212500,188565.320824
424,2443200.100000,2143970.212500,188565.320824
425,2458713.350000,2143970.212500,188366.922812
426,2449390.850000,2143970.212500,188366.922812
427,2465428.350000,2143970.212500,188366.922812
428,2464882.000000,2143970.212500,188366.922812
429,2464419.100000,2143970.212500,188168.733543
430,2493561.887500,2143970.212500,188168.733543
431,2547272.387500,2143970.212500,188168.733543
432,2557332.812500,2143970.212500,188168.733543
433,2589744.587500,2143970.212500,187970.752798
434,2597707.712500,2143970.212500,187970.752798
435,2597709.775000,2143970.212500,187970.752798
436,2573774.262500,2143970.212500,187970.752798
437,2583096.762500,2143970.212500,187772.980358
438,2591600.262500,2143970.212500,187772.980358
439,2597861.000000,2143970.212500,187772.980358
440,2583158.125000,2143970.212500,187772.980358
441,2577424.975000,2143970.212500,187575.416003
442,2569796.175000,2143970.212500,187575.416003
443,2569796.175000,2143970.212500,187575.416003
444,2416884.775000,2143970.212500,187575.416003
445,2416884.775000,2143970.212500,187378.059514
446,2416884.775000,2143970.212500,187378.059514
447,2416285.575000,2143970.212500,187378.059514
448,2426438.262500,2143970.212500,187378.059514
449,2426729.487500,2143970.212500,187180.910672
450,2445070.362500,2143970.212500,187180.910672
451,2444759.750000,2143970.212500,187180.910672
452,2671291.125000,2143970.212500,187180.910672
453,2671919.925000,2143970.212500,186983.969260
454,2668163.675000,2143970.212500,186983.969260
455,2853764.300000,2143970.212500,186983.969260
456,2850836.150000,2143970.212500,186983.969260
